schno,school,span,group,domain,construct,favorability,count
404,Giannini MS,Middle,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",66,
404,Giannini MS,Middle,School,Culture/Climate,Safety,64,
404,Giannini MS,Middle,School,Culture/Climate,Sense of Belonging (School Connectedness),66,
404,Giannini MS,Middle,School,Social-Emotional Learning,Growth Mindset,68,
404,Giannini MS,Middle,School,Social-Emotional Learning,Self-Efficacy,61,
404,Giannini MS,Middle,School,Social-Emotional Learning,Self-Management,83,
404,Giannini MS,Middle,School,Social-Emotional Learning,Social Awareness,67,
404,Giannini MS,Middle,SPED,Culture/Climate,Climate of Support for Academic Learning,75,90
404,Giannini MS,Middle,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",64,90
404,Giannini MS,Middle,SPED,Culture/Climate,Safety,60,90
404,Giannini MS,Middle,SPED,Culture/Climate,Sense of Belonging (School Connectedness),64,90
404,Giannini MS,Middle,SPED,Social-Emotional Learning,Growth Mindset,50,90
404,Giannini MS,Middle,SPED,Social-Emotional Learning,Self-Efficacy,39,90
404,Giannini MS,Middle,SPED,Social-Emotional Learning,Self-Management,67,90
404,Giannini MS,Middle,SPED,Social-Emotional Learning,Social Awareness,56,90
404,Giannini MS,Middle,Two or More Races,Culture/Climate,Climate of Support for Academic Learning,76,32
404,Giannini MS,Middle,Two or More Races,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",58,32
404,Giannini MS,Middle,Two or More Races,Culture/Climate,Safety,69,32
404,Giannini MS,Middle,Two or More Races,Culture/Climate,Sense of Belonging (School Connectedness),72,32
404,Giannini MS,Middle,Two or More Races,Social-Emotional Learning,Growth Mindset,77,32
404,Giannini MS,Middle,Two or More Races,Social-Emotional Learning,Self-Efficacy,68,32
404,Giannini MS,Middle,Two or More Races,Social-Emotional Learning,Self-Management,84,32
404,Giannini MS,Middle,Two or More Races,Social-Emotional Learning,Social Awareness,72,32
404,Giannini MS,Middle,White,Culture/Climate,Climate of Support for Academic Learning,74,160
404,Giannini MS,Middle,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",66,160
404,Giannini MS,Middle,White,Culture/Climate,Safety,66,160
404,Giannini MS,Middle,White,Culture/Climate,Sense of Belonging (School Connectedness),72,160
404,Giannini MS,Middle,White,Social-Emotional Learning,Growth Mindset,82,160
404,Giannini MS,Middle,White,Social-Emotional Learning,Self-Efficacy,76,160
404,Giannini MS,Middle,White,Social-Emotional Learning,Self-Management,87,160
404,Giannini MS,Middle,White,Social-Emotional Learning,Social Awareness,74,160
405,Lincoln HS,High,Asian,Culture/Climate,Climate of Support for Academic Learning,68,315
405,Lincoln HS,High,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",60,315
405,Lincoln HS,High,Asian,Culture/Climate,Safety,79,315
405,Lincoln HS,High,Asian,Culture/Climate,Sense of Belonging (School Connectedness),58,315
405,Lincoln HS,High,Asian,Social-Emotional Learning,Growth Mindset,61,315
405,Lincoln HS,High,Asian,Social-Emotional Learning,Self-Efficacy,43,315
405,Lincoln HS,High,Asian,Social-Emotional Learning,Self-Management,81,315
405,Lincoln HS,High,Asian,Social-Emotional Learning,Social Awareness,61,315
405,Lincoln HS,High,Decline to State,Culture/Climate,Climate of Support for Academic Learning,68,31
405,Lincoln HS,High,Decline to State,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",58,31
405,Lincoln HS,High,Decline to State,Culture/Climate,Safety,82,31
405,Lincoln HS,High,Decline to State,Culture/Climate,Sense of Belonging (School Connectedness),57,31
405,Lincoln HS,High,Decline to State,Social-Emotional Learning,Growth Mindset,72,31
405,Lincoln HS,High,Decline to State,Social-Emotional Learning,Self-Efficacy,58,31
405,Lincoln HS,High,Decline to State,Social-Emotional Learning,Self-Management,77,31
405,Lincoln HS,High,Decline to State,Social-Emotional Learning,Social Awareness,58,31
405,Lincoln HS,High,ELL,Culture/Climate,Climate of Support for Academic Learning,79,73
405,Lincoln HS,High,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",70,73
405,Lincoln HS,High,ELL,Culture/Climate,Safety,77,73
405,Lincoln HS,High,ELL,Culture/Climate,Sense of Belonging (School Connectedness),69,73
405,Lincoln HS,High,ELL,Social-Emotional Learning,Growth Mindset,47,73
405,Lincoln HS,High,ELL,Social-Emotional Learning,Self-Efficacy,47,73
405,Lincoln HS,High,ELL,Social-Emotional Learning,Self-Management,76,73
405,Lincoln HS,High,ELL,Social-Emotional Learning,Social Awareness,56,73
405,Lincoln HS,High,Filipino,Culture/Climate,Climate of Support for Academic Learning,64,24
405,Lincoln HS,High,Filipino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",58,24
405,Lincoln HS,High,Filipino,Culture/Climate,Safety,76,24
405,Lincoln HS,High,Filipino,Culture/Climate,Sense of Belonging (School Connectedness),72,24
405,Lincoln HS,High,Filipino,Social-Emotional Learning,Growth Mindset,77,24
405,Lincoln HS,High,Filipino,Social-Emotional Learning,Self-Efficacy,40,24
405,Lincoln HS,High,Filipino,Social-Emotional Learning,Self-Management,83,24
405,Lincoln HS,High,Filipino,Social-Emotional Learning,Social Awareness,67,24
405,Lincoln HS,High,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,75,86
405,Lincoln HS,High,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",61,86
405,Lincoln HS,High,Hispanic/Latino,Culture/Climate,Safety,77,86
405,Lincoln HS,High,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),60,86
405,Lincoln HS,High,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,54,86
405,Lincoln HS,High,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,33,86
405,Lincoln HS,High,Hispanic/Latino,Social-Emotional Learning,Self-Management,77,86
405,Lincoln HS,High,Hispanic/Latino,Social-Emotional Learning,Social Awareness,64,86
405,Lincoln HS,High,Low SES,Culture/Climate,Climate of Support for Academic Learning,70,239
405,Lincoln HS,High,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",60,239
405,Lincoln HS,High,Low SES,Culture/Climate,Safety,78,239
405,Lincoln HS,High,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),59,239
405,Lincoln HS,High,Low SES,Social-Emotional Learning,Growth Mindset,60,239
405,Lincoln HS,High,Low SES,Social-Emotional Learning,Self-Efficacy,40,239
405,Lincoln HS,High,Low SES,Social-Emotional Learning,Self-Management,79,239
405,Lincoln HS,High,Low SES,Social-Emotional Learning,Social Awareness,60,239
405,Lincoln HS,High,School,Culture/Climate,Climate of Support for Academic Learning,68,
405,Lincoln HS,High,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",59,
405,Lincoln HS,High,School,Culture/Climate,Safety,77,
405,Lincoln HS,High,School,Culture/Climate,Sense of Belonging (School Connectedness),60,
405,Lincoln HS,High,School,Social-Emotional Learning,Growth Mindset,62,
405,Lincoln HS,High,School,Social-Emotional Learning,Self-Efficacy,44,
405,Lincoln HS,High,School,Social-Emotional Learning,Self-Management,80,
405,Lincoln HS,High,School,Social-Emotional Learning,Social Awareness,62,
405,Lincoln HS,High,SPED,Culture/Climate,Climate of Support for Academic Learning,76,41
405,Lincoln HS,High,SPED,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",68,41
405,Lincoln HS,High,SPED,Culture/Climate,Safety,78,41
405,Lincoln HS,High,SPED,Culture/Climate,Sense of Belonging (School Connectedness),71,41
405,Lincoln HS,High,SPED,Social-Emotional Learning,Growth Mindset,50,41
405,Lincoln HS,High,SPED,Social-Emotional Learning,Self-Efficacy,40,41
405,Lincoln HS,High,SPED,Social-Emotional Learning,Self-Management,77,41
405,Lincoln HS,High,SPED,Social-Emotional Learning,Social Awareness,54,41
405,Lincoln HS,High,White,Culture/Climate,Climate of Support for Academic Learning,62,44
405,Lincoln HS,High,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",52,44
405,Lincoln HS,High,White,Culture/Climate,Safety,66,44
405,Lincoln HS,High,White,Culture/Climate,Sense of Belonging (School Connectedness),63,44
405,Lincoln HS,High,White,Social-Emotional Learning,Growth Mindset,66,44
405,Lincoln HS,High,White,Social-Emotional Learning,Self-Efficacy,58,44
405,Lincoln HS,High,White,Social-Emotional Learning,Self-Management,79,44
405,Lincoln HS,High,White,Social-Emotional Learning,Social Awareness,69,44
413,Alamo ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,82,79
413,Alamo ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",76,79
413,Alamo ES,Elementary,Asian,Culture/Climate,Safety,64,79
413,Alamo ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),80,79
413,Alamo ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,59,79
413,Alamo ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,60,79
413,Alamo ES,Elementary,Asian,Social-Emotional Learning,Self-Management,77,79
413,Alamo ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,69,79
413,Alamo ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,79,48
413,Alamo ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",78,48
413,Alamo ES,Elementary,Low SES,Culture/Climate,Safety,62,48
413,Alamo ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),76,48
413,Alamo ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,62,48
413,Alamo ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,48,48
413,Alamo ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,74,48
413,Alamo ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,65,48
413,Alamo ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,83,
413,Alamo ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",77,
413,Alamo ES,Elementary,School,Culture/Climate,Safety,67,
413,Alamo ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),81,
413,Alamo ES,Elementary,School,Social-Emotional Learning,Growth Mindset,61,
413,Alamo ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,67,
413,Alamo ES,Elementary,School,Social-Emotional Learning,Self-Management,78,
413,Alamo ES,Elementary,School,Social-Emotional Learning,Social Awareness,72,
413,Alamo ES,Elementary,White,Culture/Climate,Climate of Support for Academic Learning,80,45
413,Alamo ES,Elementary,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",79,45
413,Alamo ES,Elementary,White,Culture/Climate,Safety,70,45
413,Alamo ES,Elementary,White,Culture/Climate,Sense of Belonging (School Connectedness),85,45
413,Alamo ES,Elementary,White,Social-Emotional Learning,Growth Mindset,63,45
413,Alamo ES,Elementary,White,Social-Emotional Learning,Self-Efficacy,74,45
413,Alamo ES,Elementary,White,Social-Emotional Learning,Self-Management,80,45
413,Alamo ES,Elementary,White,Social-Emotional Learning,Social Awareness,78,45
420,Alvarado ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,67,37
420,Alvarado ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",67,37
420,Alvarado ES,Elementary,ELL,Culture/Climate,Safety,50,37
420,Alvarado ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),63,37
420,Alvarado ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,54,37
420,Alvarado ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,52,37
420,Alvarado ES,Elementary,ELL,Social-Emotional Learning,Self-Management,64,37
420,Alvarado ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,58,37
420,Alvarado ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,68,70
420,Alvarado ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",68,70
420,Alvarado ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,59,70
420,Alvarado ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),68,70
420,Alvarado ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,57,70
420,Alvarado ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,53,70
420,Alvarado ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,67,70
420,Alvarado ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,63,70
420,Alvarado ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,68,49
420,Alvarado ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",69,49
420,Alvarado ES,Elementary,Low SES,Culture/Climate,Safety,58,49
420,Alvarado ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),71,49
420,Alvarado ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,59,49
420,Alvarado ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,52,49
420,Alvarado ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,69,49
420,Alvarado ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,67,49
420,Alvarado ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,73,
420,Alvarado ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",70,
420,Alvarado ES,Elementary,School,Culture/Climate,Safety,62,
420,Alvarado ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),70,
420,Alvarado ES,Elementary,School,Social-Emotional Learning,Growth Mindset,65,
420,Alvarado ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,57,
